method,seed,run_dir,strategy,task_idx,task_name,family,depth,selection_cap,similarity_threshold,num_selection_events,relevant_prior_count,support_size,support_fraction,same_family_precision,same_family_recall,any_same_family,parent_selected,family_pure_support,jaccard_stability,cap_utilization,raw_support_size,raw_same_family_precision,raw_same_family_recall,raw_parent_selected,raw_cap_utilization,performance_filter_retention,selected_similarity_mean,raw_selected_similarity_mean,threshold_qualified_count,first_correct_found,selection_events_until_first_correct,steps_until_first_correct
Mask-SC-oracle,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,8,CurriculumMultiRoomObjectRemapEnv-BallLava-R4-v0,BallLava,4,4,0.75,1000,2,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,9,CurriculumMultiRoomObjectRemapEnv-LavaBall-R4-v0,LavaBall,4,4,0.75,1000,2,2.0,0.2222222222222223,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,10,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R4-v0,KeyBoxSwap,4,4,0.75,1000,2,2.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,11,CurriculumMultiRoomObjectRemapEnv-Identity-R4-v0,Identity,4,4,0.75,1000,2,2.0,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,12,CurriculumMultiRoomObjectRemapEnv-BallLava-R5-v0,BallLava,5,4,0.75,1000,3,3.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.75,3.0,1.0,1.0,1.0,0.75,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,13,CurriculumMultiRoomObjectRemapEnv-LavaBall-R5-v0,LavaBall,5,4,0.75,1000,3,3.0,0.2307692307692308,1.0,1.0,1.0,1.0,1.0,1.0,0.75,3.0,1.0,1.0,1.0,0.75,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,14,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R5-v0,KeyBoxSwap,5,4,0.75,1000,3,3.0,0.21428571428571427,1.0,1.0,1.0,1.0,1.0,1.0,0.75,3.0,1.0,1.0,1.0,0.75,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,90,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-90-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,15,CurriculumMultiRoomObjectRemapEnv-Identity-R5-v0,Identity,5,4,0.75,1000,3,3.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,0.75,3.0,1.0,1.0,1.0,0.75,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,BallLava,3,4,0.75,1000,1,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,5,CurriculumMultiRoomObjectRemapEnv-LavaBall-R3-v0,LavaBall,3,4,0.75,1000,1,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,6,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R3-v0,KeyBoxSwap,3,4,0.75,1000,1,1.0,0.16666666666666663,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,7,CurriculumMultiRoomObjectRemapEnv-Identity-R3-v0,Identity,3,4,0.75,1000,1,1.0,0.1428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,8,CurriculumMultiRoomObjectRemapEnv-BallLava-R4-v0,BallLava,4,4,0.75,1000,2,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,9,CurriculumMultiRoomObjectRemapEnv-LavaBall-R4-v0,LavaBall,4,4,0.75,1000,2,2.0,0.2222222222222223,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,10,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R4-v0,KeyBoxSwap,4,4,0.75,1000,2,2.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,11,CurriculumMultiRoomObjectRemapEnv-Identity-R4-v0,Identity,4,4,0.75,1000,2,2.0,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,12,CurriculumMultiRoomObjectRemapEnv-BallLava-R5-v0,BallLava,5,4,0.75,1000,3,3.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.75,3.0,1.0,1.0,1.0,0.75,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,13,CurriculumMultiRoomObjectRemapEnv-LavaBall-R5-v0,LavaBall,5,4,0.75,1000,3,3.0,0.2307692307692308,1.0,1.0,1.0,1.0,1.0,1.0,0.75,3.0,1.0,1.0,1.0,0.75,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,14,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R5-v0,KeyBoxSwap,5,4,0.75,1000,3,3.0,0.21428571428571427,1.0,1.0,1.0,1.0,1.0,1.0,0.75,3.0,1.0,1.0,1.0,0.75,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,91,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-91-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,15,CurriculumMultiRoomObjectRemapEnv-Identity-R5-v0,Identity,5,4,0.75,1000,3,3.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,0.75,3.0,1.0,1.0,1.0,0.75,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,92,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-92-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,4,CurriculumMultiRoomObjectRemapEnv-BallLava-R3-v0,BallLava,3,4,0.75,1000,1,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,92,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-92-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,5,CurriculumMultiRoomObjectRemapEnv-LavaBall-R3-v0,LavaBall,3,4,0.75,1000,1,1.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,92,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-92-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,6,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R3-v0,KeyBoxSwap,3,4,0.75,1000,1,1.0,0.16666666666666663,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,92,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-92-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,7,CurriculumMultiRoomObjectRemapEnv-Identity-R3-v0,Identity,3,4,0.75,1000,1,1.0,0.1428571428571428,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.25,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,92,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-92-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,8,CurriculumMultiRoomObjectRemapEnv-BallLava-R4-v0,BallLava,4,4,0.75,1000,2,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,92,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-92-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,9,CurriculumMultiRoomObjectRemapEnv-LavaBall-R4-v0,LavaBall,4,4,0.75,1000,2,2.0,0.2222222222222223,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,92,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-92-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,10,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R4-v0,KeyBoxSwap,4,4,0.75,1000,2,2.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,92,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-92-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,11,CurriculumMultiRoomObjectRemapEnv-Identity-R4-v0,Identity,4,4,0.75,1000,2,2.0,0.18181818181818182,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,92,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-92-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,12,CurriculumMultiRoomObjectRemapEnv-BallLava-R5-v0,BallLava,5,4,0.75,1000,3,3.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.75,3.0,1.0,1.0,1.0,0.75,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,92,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-92-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,13,CurriculumMultiRoomObjectRemapEnv-LavaBall-R5-v0,LavaBall,5,4,0.75,1000,3,3.0,0.2307692307692308,1.0,1.0,1.0,1.0,1.0,1.0,0.75,3.0,1.0,1.0,1.0,0.75,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,92,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-92-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,14,CurriculumMultiRoomObjectRemapEnv-KeyBoxSwap-R5-v0,KeyBoxSwap,5,4,0.75,1000,3,3.0,0.21428571428571427,1.0,1.0,1.0,1.0,1.0,1.0,0.75,3.0,1.0,1.0,1.0,0.75,1.0,,,,1.0,1.0,512.0
Mask-SC-oracle,92,/home/lunet/cosn2/side_projects/LARA/mask-lrl-cluster-optimization/log/checklist_runs/mg16-interleaved-MaskSC-oracle/Minigrid-ppo-supermask-92-mask-linear_comb-no_task_label-mg10/260619-134159,oracle_all,15,CurriculumMultiRoomObjectRemapEnv-Identity-R5-v0,Identity,5,4,0.75,1000,3,3.0,0.20000000000000004,1.0,1.0,1.0,1.0,1.0,1.0,0.75,3.0,1.0,1.0,1.0,0.75,1.0,,,,1.0,1.0,512.0
